"order_id","customer_id","customer_name","brand_name","category_name","product_name","model_year","quantity","list_price","revenue","discount","profit","order_date","required_date","shipped_date","sales_name","manager_name","store_name","city"
5,1324,"Arla Ellis","Electra","Comfort Bicycles","Electra Townie Original 7D EQ - 2016",2016,1,"599.99","599.99","0.07","557.9907","2016-01-03","2016-01-06","2016-01-06","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
5,1324,"Arla Ellis","Pure Cycles","Cruisers Bicycles","Pure Cycles Vine 8-Speed - 2016",2016,1,"429.00","429.00","0.07","398.9700","2016-01-03","2016-01-06","2016-01-06","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
5,1324,"Arla Ellis","Surly","Cyclocross Bicycles","Surly Straggler - 2016",2016,2,"1549.00","3098.00","0.05","3020.5500","2016-01-03","2016-01-06","2016-01-06","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
6,94,"Sharyn Hopkins","Electra","Cruisers Bicycles","Electra Townie Original 21D - 2016",2016,2,"549.99","1099.98","0.05","1072.4805","2016-01-04","2016-01-07","2016-01-05","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
6,94,"Sharyn Hopkins","Electra","Cruisers Bicycles","Electra Townie Original 7D EQ - Women's - 2016",2016,1,"599.99","599.99","0.1","539.991","2016-01-04","2016-01-07","2016-01-05","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
6,94,"Sharyn Hopkins","Pure Cycles","Cruisers Bicycles","Pure Cycles Western 3-Speed - Women's - 2015/2016",2016,1,"449.00","449.00","0.07","417.5700","2016-01-04","2016-01-07","2016-01-05","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
6,94,"Sharyn Hopkins","Surly","Mountain Bikes","Surly Wednesday Frameset - 2016",2016,2,"999.99","1999.98","0.07","1929.9807","2016-01-04","2016-01-07","2016-01-05","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
6,94,"Sharyn Hopkins","Trek","Electric Bikes","Trek Conduit+ - 2016",2016,2,"2999.99","5999.98","0.07","5789.9807","2016-01-04","2016-01-07","2016-01-05","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
7,324,"Laureen Paul","Electra","Cruisers Bicycles","Electra Moto 1 - 2016",2016,1,"529.99","529.99","0.07","492.8907","2016-01-04","2016-01-07","2016-01-05","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
7,324,"Laureen Paul","Pure Cycles","Cruisers Bicycles","Pure Cycles Vine 8-Speed - 2016",2016,2,"429.00","858.00","0.1","815.100","2016-01-04","2016-01-07","2016-01-05","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
7,324,"Laureen Paul","Surly","Mountain Bikes","Surly Wednesday Frameset - 2016",2016,1,"999.99","999.99","0.1","899.991","2016-01-04","2016-01-07","2016-01-05","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
8,1204,"Leslie Higgins","Electra","Children Bicycles","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",2016,1,"269.99","269.99","0.05","256.4905","2016-01-04","2016-01-05","2016-01-05","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
8,1204,"Leslie Higgins","Electra","Cruisers Bicycles","Electra Townie Original 7D EQ - Women's - 2016",2016,2,"599.99","1199.98","0.07","1157.9807","2016-01-04","2016-01-05","2016-01-05","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
9,60,"Neil Mccall","Trek","Mountain Bikes","Trek Slash 8 27.5 - 2016",2016,2,"3999.99","7999.98","0.1","7599.981","2016-01-05","2016-01-08","2016-01-08","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz"
10,442,"Alane Munoz","Electra","Cruisers Bicycles","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",2016,1,"269.99","269.99","0.1","242.991","2016-01-05","2016-01-06","2016-01-06","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
11,1326,"Tarra Guerrero","Electra","Children Bicycles","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",2016,2,"269.99","539.98","0.1","512.981","2016-01-05","2016-01-08","2016-01-07","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
11,1326,"Tarra Guerrero","Electra","Cruisers Bicycles","Electra Townie Original 7D EQ - 2016",2016,2,"599.99","1199.98","0.2","1079.982","2016-01-05","2016-01-08","2016-01-07","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
11,1326,"Tarra Guerrero","Trek","Mountain Bikes","Trek Remedy 29 Carbon Frameset - 2016",2016,1,"1799.99","1799.99","0.05","1709.9905","2016-01-05","2016-01-08","2016-01-07","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
12,91,"Marvin Mullins","Surly","Cyclocross Bicycles","Surly Straggler 650b - 2016",2016,1,"1680.99","1680.99","0.05","1596.9405","2016-01-06","2016-01-08","2016-01-09","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz"
12,91,"Marvin Mullins","Trek","Mountain Bikes","Trek Fuel EX 8 29 - 2016",2016,2,"2899.99","5799.98","0.1","5509.981","2016-01-06","2016-01-08","2016-01-09","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz"
13,873,"Patience Clayton","Electra","Cruisers Bicycles","Electra Cruiser 1 (24-Inch) - 2016",2016,1,"269.99","269.99","0.1","242.991","2016-01-08","2016-01-11","2016-01-11","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
13,873,"Patience Clayton","Electra","Cruisers Bicycles","Electra Townie Original 7D EQ - 2016",2016,2,"599.99","1199.98","0.05","1169.9805","2016-01-08","2016-01-11","2016-01-11","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
13,873,"Patience Clayton","Electra","Cruisers Bicycles","Electra Townie Original 7D EQ - Women's - 2016",2016,2,"599.99","1199.98","0.1","1139.981","2016-01-08","2016-01-11","2016-01-11","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
13,873,"Patience Clayton","Pure Cycles","Cruisers Bicycles","Pure Cycles Vine 8-Speed - 2016",2016,2,"429.00","858.00","0.05","836.5500","2016-01-08","2016-01-11","2016-01-11","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
14,258,"Maribel William","Surly","Mountain Bikes","Surly Ice Cream Truck Frameset - 2016",2016,1,"469.99","469.99","0.07","437.0907","2016-01-09","2016-01-11","2016-01-12","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
15,450,"Ellsworth Michael","Electra","Children Bicycles","Electra Girl's Hawaii 1 (20-inch) - 2015/2016",2016,2,"299.99","599.98","0.2","539.982","2016-01-09","2016-01-10","2016-01-12","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
15,450,"Ellsworth Michael","Electra","Cruisers Bicycles","Electra Townie Original 21D - 2016",2016,2,"549.99","1099.98","0.07","1061.4807","2016-01-09","2016-01-10","2016-01-12","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
15,450,"Ellsworth Michael","Pure Cycles","Cruisers Bicycles","Pure Cycles Western 3-Speed - Women's - 2015/2016",2016,2,"449.00","898.00","0.05","875.5500","2016-01-09","2016-01-10","2016-01-12","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
15,450,"Ellsworth Michael","Trek","Mountain Bikes","Trek Remedy 29 Carbon Frameset - 2016",2016,1,"1799.99","1799.99","0.07","1673.9907","2016-01-09","2016-01-10","2016-01-12","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
16,552,"Lea Key","Electra","Children Bicycles","Electra Cruiser 1 (24-Inch) - 2016",2016,1,"269.99","269.99","0.05","256.4905","2016-01-12","2016-01-15","2016-01-15","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
16,552,"Lea Key","Electra","Cruisers Bicycles","Electra Cruiser 1 (24-Inch) - 2016",2016,2,"269.99","539.98","0.07","521.0807","2016-01-12","2016-01-15","2016-01-15","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
16,552,"Lea Key","Electra","Cruisers Bicycles","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",2016,1,"269.99","269.99","0.07","251.0907","2016-01-12","2016-01-15","2016-01-15","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
16,552,"Lea Key","Trek","Mountain Bikes","Trek Remedy 29 Carbon Frameset - 2016",2016,1,"1799.99","1799.99","0.2","1439.992","2016-01-12","2016-01-15","2016-01-15","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
17,1175,"Sindy Anderson","Electra","Children Bicycles","Electra Girl's Hawaii 1 (20-inch) - 2015/2016",2016,1,"299.99","299.99","0.1","269.991","2016-01-12","2016-01-14","2016-01-14","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
17,1175,"Sindy Anderson","Electra","Cruisers Bicycles","Electra Townie Original 7D EQ - Women's - 2016",2016,2,"599.99","1199.98","0.2","1079.982","2016-01-12","2016-01-14","2016-01-14","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
17,1175,"Sindy Anderson","Heller","Mountain Bikes","Heller Shagamaw Frame - 2016",2016,1,"1320.99","1320.99","0.1","1188.891","2016-01-12","2016-01-14","2016-01-14","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
17,1175,"Sindy Anderson","Trek","Mountain Bikes","Trek Remedy 29 Carbon Frameset - 2016",2016,1,"1799.99","1799.99","0.07","1673.9907","2016-01-12","2016-01-14","2016-01-14","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
18,541,"Lanita Burton","Electra","Children Bicycles","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",2016,1,"269.99","269.99","0.05","256.4905","2016-01-14","2016-01-17","2016-01-15","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
18,541,"Lanita Burton","Electra","Comfort Bicycles","Electra Townie Original 7D - 2015/2016",2016,2,"499.99","999.98","0.05","974.9805","2016-01-14","2016-01-17","2016-01-15","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
18,541,"Lanita Burton","Ritchey","Mountain Bikes","Ritchey Timberwolf Frameset - 2016",2016,2,"749.99","1499.98","0.2","1349.982","2016-01-14","2016-01-17","2016-01-15","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
18,541,"Lanita Burton","Trek","Electric Bikes","Trek Conduit+ - 2016",2016,2,"2999.99","5999.98","0.1","5699.981","2016-01-14","2016-01-17","2016-01-15","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
18,541,"Lanita Burton","Trek","Mountain Bikes","Trek Slash 8 27.5 - 2016",2016,1,"3999.99","3999.99","0.1","3599.991","2016-01-14","2016-01-17","2016-01-15","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
19,696,"Norine Huffman","Surly","Cyclocross Bicycles","Surly Straggler - 2016",2016,1,"1549.00","1549.00","0.07","1440.5700","2016-01-14","2016-01-17","2016-01-16","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz"
19,696,"Norine Huffman","Trek","Electric Bikes","Trek Conduit+ - 2016",2016,2,"2999.99","5999.98","0.2","5399.982","2016-01-14","2016-01-17","2016-01-16","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz"
20,923,"Randee Pitts","Surly","Cyclocross Bicycles","Surly Straggler - 2016",2016,2,"1549.00","3098.00","0.07","2989.5700","2016-01-14","2016-01-16","2016-01-17","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz"
20,923,"Randee Pitts","Trek","Electric Bikes","Trek Conduit+ - 2016",2016,1,"2999.99","2999.99","0.07","2789.9907","2016-01-14","2016-01-16","2016-01-17","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz"
21,1250,"Neoma Daugherty","Electra","Cruisers Bicycles","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",2016,1,"269.99","269.99","0.05","256.4905","2016-01-15","2016-01-16","2016-01-18","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
21,1250,"Neoma Daugherty","Pure Cycles","Cruisers Bicycles","Pure Cycles Vine 8-Speed - 2016",2016,1,"429.00","429.00","0.1","386.100","2016-01-15","2016-01-16","2016-01-18","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
21,1250,"Neoma Daugherty","Surly","Cyclocross Bicycles","Surly Straggler - 2016",2016,1,"1549.00","1549.00","0.07","1440.5700","2016-01-15","2016-01-16","2016-01-18","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
22,1035,"Tangela Hurley","Electra","Children Bicycles","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",2016,1,"269.99","269.99","0.05","256.4905","2016-01-16","2016-01-18","2016-01-17","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz"
22,1035,"Tangela Hurley","Electra","Cruisers Bicycles","Electra Moto 1 - 2016",2016,2,"529.99","1059.98","0.2","953.982","2016-01-16","2016-01-18","2016-01-17","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz"
23,1149,"Drucilla Gilliam","Electra","Children Bicycles","Electra Girl's Hawaii 1 (20-inch) - 2015/2016",2016,2,"299.99","599.98","0.1","569.981","2016-01-16","2016-01-19","2016-01-19","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz"
23,1149,"Drucilla Gilliam","Electra","Cruisers Bicycles","Electra Cruiser 1 (24-Inch) - 2016",2016,1,"269.99","269.99","0.2","215.992","2016-01-16","2016-01-19","2016-01-19","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz"
23,1149,"Drucilla Gilliam","Trek","Mountain Bikes","Trek Fuel EX 8 29 - 2016",2016,2,"2899.99","5799.98","0.05","5654.9805","2016-01-16","2016-01-19","2016-01-19","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz"
24,636,"Ashton Lott","Pure Cycles","Cruisers Bicycles","Pure Cycles Western 3-Speed - Women's - 2015/2016",2016,2,"449.00","898.00","0.07","866.5700","2016-01-18","2016-01-20","2016-01-19","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
24,636,"Ashton Lott","Surly","Mountain Bikes","Surly Wednesday Frameset - 2016",2016,2,"999.99","1999.98","0.1","1899.981","2016-01-18","2016-01-20","2016-01-19","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
25,657,"Sam Lester","Electra","Children Bicycles","Electra Cruiser 1 (24-Inch) - 2016",2016,1,"269.99","269.99","0.1","242.991","2016-01-18","2016-01-21","2016-01-21","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
25,657,"Sam Lester","Electra","Children Bicycles","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",2016,1,"269.99","269.99","0.2","215.992","2016-01-18","2016-01-21","2016-01-21","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
25,657,"Sam Lester","Electra","Children Bicycles","Electra Girl's Hawaii 1 (20-inch) - 2015/2016",2016,2,"299.99","599.98","0.2","539.982","2016-01-18","2016-01-21","2016-01-21","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
25,657,"Sam Lester","Electra","Cruisers Bicycles","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",2016,1,"269.99","269.99","0.2","215.992","2016-01-18","2016-01-21","2016-01-21","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
25,657,"Sam Lester","Surly","Cyclocross Bicycles","Surly Straggler - 2016",2016,2,"1549.00","3098.00","0.2","2788.200","2016-01-18","2016-01-21","2016-01-21","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
26,1280,"Jackeline Colon","Electra","Children Bicycles","Electra Cruiser 1 (24-Inch) - 2016",2016,2,"269.99","539.98","0.07","521.0807","2016-01-18","2016-01-21","2016-01-19","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
26,1280,"Jackeline Colon","Electra","Cruisers Bicycles","Electra Townie Original 21D - 2016",2016,1,"549.99","549.99","0.2","439.992","2016-01-18","2016-01-21","2016-01-19","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
26,1280,"Jackeline Colon","Ritchey","Mountain Bikes","Ritchey Timberwolf Frameset - 2016",2016,1,"749.99","749.99","0.2","599.992","2016-01-18","2016-01-21","2016-01-19","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
26,1280,"Jackeline Colon","Trek","Mountain Bikes","Trek Slash 8 27.5 - 2016",2016,1,"3999.99","3999.99","0.05","3799.9905","2016-01-18","2016-01-21","2016-01-19","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
27,57,"Pamala Henry","Electra","Comfort Bicycles","Electra Townie Original 7D EQ - 2016",2016,2,"599.99","1199.98","0.07","1157.9807","2016-01-19","2016-01-21","2016-01-20","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
27,57,"Pamala Henry","Heller","Mountain Bikes","Heller Shagamaw Frame - 2016",2016,1,"1320.99","1320.99","0.2","1056.792","2016-01-19","2016-01-21","2016-01-20","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
27,57,"Pamala Henry","Pure Cycles","Cruisers Bicycles","Pure Cycles William 3-Speed - 2016",2016,1,"449.00","449.00","0.2","359.200","2016-01-19","2016-01-21","2016-01-20","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
27,57,"Pamala Henry","Trek","Mountain Bikes","Trek Remedy 29 Carbon Frameset - 2016",2016,1,"1799.99","1799.99","0.07","1673.9907","2016-01-19","2016-01-21","2016-01-20","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
28,252,"Eleni Gordon","Electra","Cruisers Bicycles","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",2016,2,"269.99","539.98","0.1","512.981","2016-01-19","2016-01-20","2016-01-21","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
28,252,"Eleni Gordon","Heller","Mountain Bikes","Heller Shagamaw Frame - 2016",2016,1,"1320.99","1320.99","0.05","1254.9405","2016-01-19","2016-01-20","2016-01-21","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
28,252,"Eleni Gordon","Surly","Mountain Bikes","Surly Ice Cream Truck Frameset - 2016",2016,1,"469.99","469.99","0.05","446.4905","2016-01-19","2016-01-20","2016-01-21","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
28,252,"Eleni Gordon","Trek","Mountain Bikes","Trek Slash 8 27.5 - 2016",2016,2,"3999.99","7999.98","0.2","7199.982","2016-01-19","2016-01-20","2016-01-21","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
29,437,"Laureen Barry","Electra","Children Bicycles","Electra Cruiser 1 (24-Inch) - 2016",2016,2,"269.99","539.98","0.1","512.981","2016-01-20","2016-01-22","2016-01-21","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
29,437,"Laureen Barry","Electra","Comfort Bicycles","Electra Townie Original 21D - 2016",2016,2,"549.99","1099.98","0.05","1072.4805","2016-01-20","2016-01-22","2016-01-21","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
29,437,"Laureen Barry","Electra","Cruisers Bicycles","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",2016,2,"269.99","539.98","0.05","526.4805","2016-01-20","2016-01-22","2016-01-21","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
29,437,"Laureen Barry","Surly","Mountain Bikes","Surly Ice Cream Truck Frameset - 2016",2016,1,"469.99","469.99","0.2","375.992","2016-01-20","2016-01-22","2016-01-21","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
29,437,"Laureen Barry","Trek","Mountain Bikes","Trek Remedy 29 Carbon Frameset - 2016",2016,1,"1799.99","1799.99","0.2","1439.992","2016-01-20","2016-01-22","2016-01-21","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
30,1348,"Yvone Guerrero","Electra","Comfort Bicycles","Electra Townie Original 7D EQ - 2016",2016,1,"599.99","599.99","0.05","569.9905","2016-01-20","2016-01-21","2016-01-21","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
30,1348,"Yvone Guerrero","Pure Cycles","Cruisers Bicycles","Pure Cycles Vine 8-Speed - 2016",2016,1,"429.00","429.00","0.07","398.9700","2016-01-20","2016-01-21","2016-01-21","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
30,1348,"Yvone Guerrero","Pure Cycles","Cruisers Bicycles","Pure Cycles William 3-Speed - 2016",2016,1,"449.00","449.00","0.1","404.100","2016-01-20","2016-01-21","2016-01-21","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
30,1348,"Yvone Guerrero","Trek","Mountain Bikes","Trek Fuel EX 8 29 - 2016",2016,1,"2899.99","2899.99","0.1","2609.991","2016-01-20","2016-01-21","2016-01-21","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
30,1348,"Yvone Guerrero","Trek","Mountain Bikes","Trek Slash 8 27.5 - 2016",2016,2,"3999.99","7999.98","0.1","7599.981","2016-01-20","2016-01-21","2016-01-21","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
31,1238,"Edgar Quinn","Surly","Cyclocross Bicycles","Surly Straggler 650b - 2016",2016,2,"1680.99","3361.98","0.05","3277.9305","2016-01-20","2016-01-22","2016-01-22","Kali Vargas","Fabiola Jackson","Rowlett Bikes","Rowlett"
31,1238,"Edgar Quinn","Trek","Electric Bikes","Trek Conduit+ - 2016",2016,2,"2999.99","5999.98","0.2","5399.982","2016-01-20","2016-01-22","2016-01-22","Kali Vargas","Fabiola Jackson","Rowlett Bikes","Rowlett"
32,1259,"Kimbery Nieves","Electra","Comfort Bicycles","Electra Townie Original 7D - 2015/2016",2016,2,"499.99","999.98","0.1","949.981","2016-01-21","2016-01-24","2016-01-22","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
32,1259,"Kimbery Nieves","Electra","Cruisers Bicycles","Electra Townie Original 21D - 2016",2016,2,"549.99","1099.98","0.07","1061.4807","2016-01-21","2016-01-24","2016-01-22","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
32,1259,"Kimbery Nieves","Trek","Mountain Bikes","Trek Remedy 29 Carbon Frameset - 2016",2016,2,"1799.99","3599.98","0.07","3473.9807","2016-01-21","2016-01-24","2016-01-22","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
33,236,"Verona O'neill","Electra","Children Bicycles","Electra Girl's Hawaii 1 (20-inch) - 2015/2016",2016,2,"299.99","599.98","0.07","578.9807","2016-01-21","2016-01-22","2016-01-22","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
33,236,"Verona O'neill","Trek","Mountain Bikes","Trek Slash 8 27.5 - 2016",2016,1,"3999.99","3999.99","0.1","3599.991","2016-01-21","2016-01-22","2016-01-22","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
34,80,"Sarai Mckee","Pure Cycles","Cruisers Bicycles","Pure Cycles Vine 8-Speed - 2016",2016,2,"429.00","858.00","0.2","772.200","2016-01-22","2016-01-25","2016-01-23","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
34,80,"Sarai Mckee","Surly","Cyclocross Bicycles","Surly Straggler - 2016",2016,2,"1549.00","3098.00","0.1","2943.100","2016-01-22","2016-01-25","2016-01-23","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
34,80,"Sarai Mckee","Trek","Mountain Bikes","Trek Remedy 29 Carbon Frameset - 2016",2016,2,"1799.99","3599.98","0.07","3473.9807","2016-01-22","2016-01-25","2016-01-23","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
35,813,"Neville Mcclain","Electra","Children Bicycles","Electra Cruiser 1 (24-Inch) - 2016",2016,2,"269.99","539.98","0.07","521.0807","2016-01-22","2016-01-25","2016-01-24","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
35,813,"Neville Mcclain","Electra","Children Bicycles","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",2016,1,"269.99","269.99","0.07","251.0907","2016-01-22","2016-01-25","2016-01-24","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
35,813,"Neville Mcclain","Electra","Cruisers Bicycles","Electra Townie Original 7D EQ - Women's - 2016",2016,2,"599.99","1199.98","0.05","1169.9805","2016-01-22","2016-01-25","2016-01-24","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
35,813,"Neville Mcclain","Heller","Mountain Bikes","Heller Shagamaw Frame - 2016",2016,1,"1320.99","1320.99","0.2","1056.792","2016-01-22","2016-01-25","2016-01-24","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
