"order_id","customer_id","customer_name","brand_name","category_name","product_name","model_year","quantity","list_price","revenue","discount","profit","order_date","required_date","shipped_date","sales_name","manager_name","store_name","city","shipping_status","dup_row","cust_city"
639,550,"Felicidad Golden","Trek","Electric Bikes","Trek Powerfly 8 FS Plus - 2017",2017,2,"4999.99","9999.98","0.1","9499.981","2017-01-06","2017-01-07","2017-01-07","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"Lockport"
640,1093,"Alejandrina Hodges","Electra","Cruisers Bicycles","Electra Girl's Hawaii 1 16"" - 2017",2017,2,"299.99","599.98","0.07","578.9807","2017-01-06","2017-01-08","2017-01-07","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"Deer Park"
640,1093,"Alejandrina Hodges","Sun Bicycles","Comfort Bicycles","Sun Bicycles Cruz 3 - 2017",2017,2,"449.99","899.98","0.05","877.4805","2017-01-06","2017-01-08","2017-01-07","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"Deer Park"
640,1093,"Alejandrina Hodges","Sun Bicycles","Comfort Bicycles","Sun Bicycles Cruz 7 - Women's - 2017",2017,2,"416.99","833.98","0.2","750.582","2017-01-06","2017-01-08","2017-01-07","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"Deer Park"
640,1093,"Alejandrina Hodges","Surly","Mountain Bikes","Surly Ice Cream Truck Frameset - 2017",2017,1,"999.99","999.99","0.07","929.9907","2017-01-06","2017-01-08","2017-01-07","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"Deer Park"
640,1093,"Alejandrina Hodges","Trek","Mountain Bikes","Trek Farley Alloy Frameset - 2017",2017,1,"469.99","469.99","0.07","437.0907","2017-01-06","2017-01-08","2017-01-07","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"Deer Park"
641,673,"Adam Henderson","Electra","Cruisers Bicycles","Electra Moto 1 - 2016",2016,1,"529.99","529.99","0.05","503.4905","2017-01-07","2017-01-10","2017-01-08","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz","On-Time",1,"Los Banos"
641,673,"Adam Henderson","Electra","Cruisers Bicycles","Electra Townie Original 7D - 2017",2017,1,"489.99","489.99","0.2","391.992","2017-01-07","2017-01-10","2017-01-08","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz","On-Time",1,"Los Banos"
641,673,"Adam Henderson","Trek","Cyclocross Bicycles","Trek Boone 7 - 2017",2017,1,"3499.99","3499.99","0.2","2799.992","2017-01-07","2017-01-10","2017-01-08","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz","On-Time",1,"Los Banos"
642,847,"Lizette Ellison","Sun Bicycles","Cruisers Bicycles","Sun Bicycles Cruz 3 - 2017",2017,2,"449.99","899.98","0.07","868.4807","2017-01-07","2017-01-09","2017-01-10","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","Delay",1,"Port Washington"
644,439,"Sunshine Rosario","Trek","Electric Bikes","Trek Conduit+ - 2016",2016,1,"2999.99","2999.99","0.07","2789.9907","2017-01-08","2017-01-11","2017-01-10","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"Jamaica"
645,1199,"Consuela Collier","Electra","Children Bicycles","Electra Cruiser 1 (24-Inch) - 2016",2016,2,"269.99","539.98","0.07","521.0807","2017-01-08","2017-01-11","2017-01-10","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"North Tonawanda"
645,1199,"Consuela Collier","Electra","Children Bicycles","Electra Sugar Skulls 1 (20-inch) - Girl's - 2017",2017,1,"299.99","299.99","0.07","278.9907","2017-01-08","2017-01-11","2017-01-10","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"North Tonawanda"
645,1199,"Consuela Collier","Surly","Mountain Bikes","Surly Ice Cream Truck Frameset - 2016",2016,1,"469.99","469.99","0.05","446.4905","2017-01-08","2017-01-11","2017-01-10","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"North Tonawanda"
645,1199,"Consuela Collier","Trek","Mountain Bikes","Trek Fuel EX 5 27.5 Plus - 2017",2017,2,"2299.99","4599.98","0.05","4484.9805","2017-01-08","2017-01-11","2017-01-10","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"North Tonawanda"
645,1199,"Consuela Collier","Trek","Mountain Bikes","Trek Remedy 9.8 - 2017",2017,2,"5299.99","10599.98","0.07","10228.9807","2017-01-08","2017-01-11","2017-01-10","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"North Tonawanda"
646,975,"Annis Sanchez","Electra","Children Bicycles","Electra Girl's Hawaii 1 16"" - 2017",2017,1,"299.99","299.99","0.05","284.9905","2017-01-09","2017-01-12","2017-01-11","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz","On-Time",1,"Los Angeles"
646,975,"Annis Sanchez","Electra","Cruisers Bicycles","Electra Moto 1 - 2016",2016,2,"529.99","1059.98","0.2","953.982","2017-01-09","2017-01-12","2017-01-11","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz","On-Time",1,"Los Angeles"
646,975,"Annis Sanchez","Electra","Cruisers Bicycles","Electra Townie Original 21D - 2016",2016,1,"549.99","549.99","0.2","439.992","2017-01-09","2017-01-12","2017-01-11","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz","On-Time",1,"Los Angeles"
646,975,"Annis Sanchez","Trek","Mountain Bikes","Trek Fuel EX 8 29 - 2016",2016,1,"2899.99","2899.99","0.07","2696.9907","2017-01-09","2017-01-12","2017-01-11","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz","On-Time",1,"Los Angeles"
647,283,"Jaimee Day","Electra","Cruisers Bicycles","Electra Cruiser 1 (24-Inch) - 2016",2016,1,"269.99","269.99","0.1","242.991","2017-01-09","2017-01-10","2017-01-11","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","Delay",1,"Poughkeepsie"
647,283,"Jaimee Day","Electra","Comfort Bicycles","Electra Townie Original 7D - 2015/2016",2016,2,"499.99","999.98","0.07","964.9807","2017-01-09","2017-01-10","2017-01-11","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","Delay",1,"Poughkeepsie"
648,684,"Jenny Bell","Electra","Comfort Bicycles","Electra Townie Original 21D - 2016",2016,1,"549.99","549.99","0.07","511.4907","2017-01-09","2017-01-11","2017-01-11","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"Niagara Falls"
649,1153,"Ara Vazquez","Electra","Children Bicycles","Electra Savannah 3i (20-inch) - Girl's - 2017",2017,2,"349.99","699.98","0.1","664.981","2017-01-10","2017-01-11","2017-01-13","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz","Delay",1,"San Carlos"
649,1153,"Ara Vazquez","Sun Bicycles","Cruisers Bicycles","Sun Bicycles Biscayne Tandem CB - 2017",2017,1,"647.99","647.99","0.05","615.5905","2017-01-10","2017-01-11","2017-01-13","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz","Delay",1,"San Carlos"
649,1153,"Ara Vazquez","Surly","Cyclocross Bicycles","Surly Straggler 650b - 2016",2016,2,"1680.99","3361.98","0.1","3193.881","2017-01-10","2017-01-11","2017-01-13","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz","Delay",1,"San Carlos"
649,1153,"Ara Vazquez","Trek","Children Bicycles","Trek Precaliber 16 Girls - 2017",2017,1,"209.99","209.99","0.07","195.2907","2017-01-10","2017-01-11","2017-01-13","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz","Delay",1,"San Carlos"
650,729,"Hue Dalton","Surly","Mountain Bikes","Surly Wednesday Frameset - 2016",2016,1,"999.99","999.99","0.2","799.992","2017-01-11","2017-01-14","2017-01-12","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz","On-Time",1,"Apple Valley"
651,190,"Toya Pratt","Electra","Comfort Bicycles","Electra Townie Original 7D - 2017",2017,2,"489.99","979.98","0.05","955.4805","2017-01-11","2017-01-13","2017-01-13","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"Long Beach"
651,190,"Toya Pratt","Haro","Children Bicycles","Haro Downtown 16 - 2017",2017,1,"329.99","329.99","0.05","313.4905","2017-01-11","2017-01-13","2017-01-13","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"Long Beach"
651,190,"Toya Pratt","Haro","Children Bicycles","Haro Shredder Pro 20 - 2017",2017,2,"249.99","499.98","0.05","487.4805","2017-01-11","2017-01-13","2017-01-13","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"Long Beach"
651,190,"Toya Pratt","Sun Bicycles","Cruisers Bicycles","Sun Bicycles Boardwalk (24-inch Wheels) - 2017",2017,1,"402.99","402.99","0.1","362.691","2017-01-11","2017-01-13","2017-01-13","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"Long Beach"
652,985,"Milagros Weber","Electra","Cruisers Bicycles","Electra Cruiser Lux 1 - 2017",2017,1,"439.99","439.99","0.05","417.9905","2017-01-12","2017-01-15","2017-01-13","Layla Terrell","Venita Daniel","Rowlett Bikes","Rowlett","On-Time",1,"Harlingen"
652,985,"Milagros Weber","Electra","Children Bicycles","Electra Girl's Hawaii 1 (20-inch) - 2015/2016",2016,1,"299.99","299.99","0.1","269.991","2017-01-12","2017-01-15","2017-01-13","Layla Terrell","Venita Daniel","Rowlett Bikes","Rowlett","On-Time",1,"Harlingen"
652,985,"Milagros Weber","Electra","Comfort Bicycles","Electra Townie Original 7D - 2017",2017,1,"489.99","489.99","0.1","440.991","2017-01-12","2017-01-15","2017-01-13","Layla Terrell","Venita Daniel","Rowlett Bikes","Rowlett","On-Time",1,"Harlingen"
652,985,"Milagros Weber","Sun Bicycles","Cruisers Bicycles","Sun Bicycles Revolutions 24 - Girl's - 2017",2017,2,"250.99","501.98","0.2","451.782","2017-01-12","2017-01-15","2017-01-13","Layla Terrell","Venita Daniel","Rowlett Bikes","Rowlett","On-Time",1,"Harlingen"
652,985,"Milagros Weber","Trek","Cyclocross Bicycles","Trek Boone 7 - 2017",2017,2,"3499.99","6999.98","0.2","6299.982","2017-01-12","2017-01-15","2017-01-13","Layla Terrell","Venita Daniel","Rowlett Bikes","Rowlett","On-Time",1,"Harlingen"
653,1249,"Barbra Dickerson","Ritchey","Mountain Bikes","Ritchey Timberwolf Frameset - 2016",2016,2,"749.99","1499.98","0.1","1424.981","2017-01-14","2017-01-17","2017-01-15","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz","On-Time",1,"Ridgecrest"
653,1249,"Barbra Dickerson","Sun Bicycles","Cruisers Bicycles","Sun Bicycles Brickell Tandem CB - 2017",2017,1,"761.99","761.99","0.2","609.592","2017-01-14","2017-01-17","2017-01-15","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz","On-Time",1,"Ridgecrest"
653,1249,"Barbra Dickerson","Surly","Mountain Bikes","Surly Ice Cream Truck Frameset - 2016",2016,1,"469.99","469.99","0.07","437.0907","2017-01-14","2017-01-17","2017-01-15","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz","On-Time",1,"Ridgecrest"
653,1249,"Barbra Dickerson","Trek","Mountain Bikes","Trek Fuel EX 9.8 27.5 Plus - 2017",2017,1,"5299.99","5299.99","0.1","4769.991","2017-01-14","2017-01-17","2017-01-15","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz","On-Time",1,"Ridgecrest"
653,1249,"Barbra Dickerson","Trek","Children Bicycles","Trek Precaliber 12 Girls - 2017",2017,2,"189.99","379.98","0.07","366.6807","2017-01-14","2017-01-17","2017-01-15","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz","On-Time",1,"Ridgecrest"
654,1129,"Gilberto Sanders","Electra","Children Bicycles","Electra Girl's Hawaii 1 16"" - 2017",2017,1,"299.99","299.99","0.1","269.991","2017-01-14","2017-01-15","2017-01-17","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","Delay",1,"Woodside"
654,1129,"Gilberto Sanders","Electra","Children Bicycles","Electra Savannah 3i (20-inch) - Girl's - 2017",2017,2,"349.99","699.98","0.07","675.4807","2017-01-14","2017-01-15","2017-01-17","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","Delay",1,"Woodside"
654,1129,"Gilberto Sanders","Sun Bicycles","Comfort Bicycles","Sun Bicycles Drifter 7 - 2017",2017,2,"470.99","941.98","0.07","909.0107","2017-01-14","2017-01-15","2017-01-17","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","Delay",1,"Woodside"
654,1129,"Gilberto Sanders","Trek","Electric Bikes","Trek Conduit+ - 2016",2016,1,"2999.99","2999.99","0.1","2699.991","2017-01-14","2017-01-15","2017-01-17","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","Delay",1,"Woodside"
655,347,"Kanesha Hudson","Sun Bicycles","Cruisers Bicycles","Sun Bicycles Revolutions 24 - Girl's - 2017",2017,1,"250.99","250.99","0.1","225.891","2017-01-16","2017-01-17","2017-01-18","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz","Delay",1,"Oakland"
656,949,"Venessa Frost","Electra","Children Bicycles","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",2016,1,"269.99","269.99","0.07","251.0907","2017-01-16","2017-01-17","2017-01-18","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","Delay",1,"Scarsdale"
656,949,"Venessa Frost","Surly","Mountain Bikes","Surly Wednesday Frameset - 2017",2017,2,"469.99","939.98","0.05","916.4805","2017-01-16","2017-01-17","2017-01-18","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","Delay",1,"Scarsdale"
656,949,"Venessa Frost","Trek","Children Bicycles","Trek Boy's Kickster - 2015/2017",2017,1,"149.99","149.99","0.1","134.991","2017-01-16","2017-01-17","2017-01-18","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","Delay",1,"Scarsdale"
657,349,"Mable Pratt","Surly","Road Bikes","Surly Steamroller - 2017",2017,1,"875.99","875.99","0.05","832.1905","2017-01-17","2017-01-19","2017-01-20","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz","Delay",1,"Coachella"
657,349,"Mable Pratt","Trek","Road Bikes","Trek Domane SL Disc Frameset - 2017",2017,2,"3199.99","6399.98","0.05","6239.9805","2017-01-17","2017-01-19","2017-01-20","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz","Delay",1,"Coachella"
658,1051,"Tonisha Fowler","Trek","Electric Bikes","Trek Conduit+ - 2016",2016,1,"2999.99","2999.99","0.05","2849.9905","2017-01-17","2017-01-18","2017-01-18","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"Huntington Station"
658,1051,"Tonisha Fowler","Trek","Road Bikes","Trek Domane SL 6 - 2017",2017,2,"3499.99","6999.98","0.2","6299.982","2017-01-17","2017-01-18","2017-01-18","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"Huntington Station"
658,1051,"Tonisha Fowler","Trek","Mountain Bikes","Trek X-Caliber 8 - 2017",2017,1,"999.99","999.99","0.05","949.9905","2017-01-17","2017-01-18","2017-01-18","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"Huntington Station"
659,1391,"Sheryl Chase","Electra","Cruisers Bicycles","Electra Amsterdam Original 3i - 2015/2017",2017,1,"659.99","659.99","0.05","626.9905","2017-01-17","2017-01-19","2017-01-18","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"Floral Park"
659,1391,"Sheryl Chase","Trek","Mountain Bikes","Trek Fuel EX 5 27.5 Plus - 2017",2017,2,"2299.99","4599.98","0.05","4484.9805","2017-01-17","2017-01-19","2017-01-18","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"Floral Park"
659,1391,"Sheryl Chase","Trek","Electric Bikes","Trek Powerfly 8 FS Plus - 2017",2017,2,"4999.99","9999.98","0.07","9649.9807","2017-01-17","2017-01-19","2017-01-18","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"Floral Park"
659,1391,"Sheryl Chase","Trek","Mountain Bikes","Trek Stache 5 - 2017",2017,2,"1499.99","2999.98","0.07","2894.9807","2017-01-17","2017-01-19","2017-01-18","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"Floral Park"
660,383,"Ashlee Pena","Surly","Mountain Bikes","Surly Ice Cream Truck Frameset - 2017",2017,1,"999.99","999.99","0.2","799.992","2017-01-18","2017-01-19","2017-01-19","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"Whitestone"
660,383,"Ashlee Pena","Trek","Road Bikes","Trek Domane S 5 Disc - 2017",2017,2,"2599.99","5199.98","0.07","5017.9807","2017-01-18","2017-01-19","2017-01-19","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"Whitestone"
660,383,"Ashlee Pena","Trek","Mountain Bikes","Trek Remedy 9.8 - 2017",2017,2,"5299.99","10599.98","0.05","10334.9805","2017-01-18","2017-01-19","2017-01-19","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"Whitestone"
660,383,"Ashlee Pena","Trek","Mountain Bikes","Trek X-Caliber 8 - 2017",2017,2,"999.99","1999.98","0.2","1799.982","2017-01-18","2017-01-19","2017-01-19","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"Whitestone"
661,626,"Leigh Burke","Electra","Children Bicycles","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",2016,2,"269.99","539.98","0.05","526.4805","2017-01-18","2017-01-19","2017-01-20","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin","Delay",1,"Schenectady"
661,626,"Leigh Burke","Trek","Cyclocross Bicycles","Trek Boone Race Shop Limited - 2017",2017,2,"3499.99","6999.98","0.07","6754.9807","2017-01-18","2017-01-19","2017-01-20","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin","Delay",1,"Schenectady"
662,1125,"Caleb England","Electra","Children Bicycles","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",2016,1,"269.99","269.99","0.07","251.0907","2017-01-19","2017-01-20","2017-01-20","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz","On-Time",1,"Pleasanton"
662,1125,"Caleb England","Electra","Children Bicycles","Electra Girl's Hawaii 1 16"" - 2017",2017,2,"299.99","599.98","0.2","539.982","2017-01-19","2017-01-20","2017-01-20","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz","On-Time",1,"Pleasanton"
662,1125,"Caleb England","Electra","Comfort Bicycles","Electra Townie Original 7D - 2017",2017,2,"489.99","979.98","0.07","945.6807","2017-01-19","2017-01-20","2017-01-20","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz","On-Time",1,"Pleasanton"
662,1125,"Caleb England","Sun Bicycles","Comfort Bicycles","Sun Bicycles Cruz 3 - 2017",2017,2,"449.99","899.98","0.07","868.4807","2017-01-19","2017-01-20","2017-01-20","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz","On-Time",1,"Pleasanton"
662,1125,"Caleb England","Trek","Road Bikes","Trek Domane S 6 - 2017",2017,2,"2699.99","5399.98","0.1","5129.981","2017-01-19","2017-01-20","2017-01-20","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz","On-Time",1,"Pleasanton"
663,344,"Herta Rollins","Haro","Mountain Bikes","Haro Shift R3 - 2017",2017,2,"1469.99","2939.98","0.05","2866.4805","2017-01-20","2017-01-22","2017-01-23","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz","Delay",1,"Mountain View"
663,344,"Herta Rollins","Haro","Children Bicycles","Haro Shredder Pro 20 - 2017",2017,1,"249.99","249.99","0.05","237.4905","2017-01-20","2017-01-22","2017-01-23","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz","Delay",1,"Mountain View"
663,344,"Herta Rollins","Pure Cycles","Cruisers Bicycles","Pure Cycles Vine 8-Speed - 2016",2016,2,"429.00","858.00","0.2","772.200","2017-01-20","2017-01-22","2017-01-23","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz","Delay",1,"Mountain View"
663,344,"Herta Rollins","Sun Bicycles","Cruisers Bicycles","Sun Bicycles Atlas X-Type - 2017",2017,1,"416.99","416.99","0.07","387.8007","2017-01-20","2017-01-22","2017-01-23","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz","Delay",1,"Mountain View"
663,344,"Herta Rollins","Sun Bicycles","Comfort Bicycles","Sun Bicycles Cruz 3 - 2017",2017,1,"449.99","449.99","0.2","359.992","2017-01-20","2017-01-22","2017-01-23","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz","Delay",1,"Mountain View"
664,681,"Reatha Perez","Electra","Children Bicycles","Electra Townie 7D (20-inch) - Boys' - 2017",2017,2,"339.99","679.98","0.2","611.982","2017-01-20","2017-01-23","2017-01-22","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"Holbrook"
664,681,"Reatha Perez","Heller","Mountain Bikes","Heller Shagamaw Frame - 2016",2016,1,"1320.99","1320.99","0.07","1228.5207","2017-01-20","2017-01-23","2017-01-22","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"Holbrook"
664,681,"Reatha Perez","Surly","Road Bikes","Surly Steamroller - 2017",2017,2,"875.99","1751.98","0.07","1690.6607","2017-01-20","2017-01-23","2017-01-22","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"Holbrook"
664,681,"Reatha Perez","Trek","Mountain Bikes","Trek Remedy 9.8 - 2017",2017,1,"5299.99","5299.99","0.07","4928.9907","2017-01-20","2017-01-23","2017-01-22","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"Holbrook"
664,681,"Reatha Perez","Trek","Road Bikes","Trek Silque SLR 7 Women's - 2017",2017,1,"5999.99","5999.99","0.2","4799.992","2017-01-20","2017-01-23","2017-01-22","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","On-Time",1,"Holbrook"
665,29,"Syreeta Hendricks","Electra","Comfort Bicycles","Electra Townie Original 7D - 2015/2016",2016,2,"499.99","999.98","0.05","974.9805","2017-01-21","2017-01-22","2017-01-23","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin","Delay",1,"Mahopac"
665,29,"Syreeta Hendricks","Trek","Mountain Bikes","Trek Fuel EX 5 27.5 Plus - 2017",2017,2,"2299.99","4599.98","0.2","4139.982","2017-01-21","2017-01-22","2017-01-23","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin","Delay",1,"Mahopac"
665,29,"Syreeta Hendricks","Trek","Road Bikes","Trek Madone 9.2 - 2017",2017,1,"4999.99","4999.99","0.07","4649.9907","2017-01-21","2017-01-22","2017-01-23","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin","Delay",1,"Mahopac"
666,770,"Lavonda Stephenson","Electra","Children Bicycles","Electra Straight 8 3i (20-inch) - Boy's - 2017",2017,2,"489.99","979.98","0.2","881.982","2017-01-21","2017-01-22","2017-01-24","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","Delay",1,"Bay Shore"
666,770,"Lavonda Stephenson","Trek","Mountain Bikes","Trek Stache 5 - 2017",2017,1,"1499.99","1499.99","0.05","1424.9905","2017-01-21","2017-01-22","2017-01-24","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","Delay",1,"Bay Shore"
667,858,"Klara Kim","Electra","Children Bicycles","Electra Sugar Skulls 1 (20-inch) - Girl's - 2017",2017,1,"299.99","299.99","0.1","269.991","2017-01-22","2017-01-24","2017-01-25","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","Delay",1,"Rome"
667,858,"Klara Kim","Haro","Children Bicycles","Haro Downtown 16 - 2017",2017,1,"329.99","329.99","0.05","313.4905","2017-01-22","2017-01-24","2017-01-25","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","Delay",1,"Rome"
667,858,"Klara Kim","Sun Bicycles","Cruisers Bicycles","Sun Bicycles Boardwalk (24-inch Wheels) - 2017",2017,1,"402.99","402.99","0.2","322.392","2017-01-22","2017-01-24","2017-01-25","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin","Delay",1,"Rome"
